,name,address,Website,Type,Size,city,state,zipcode,associates,Profit,Sector
263,Bradley University,"1501 W Bradley Ave, Peoria, Illinois 61625-0001",www.bradley.edu,"4-year, Private not-for-profit",5873.0, Peoria,Illinois,61625-0001,0,Not-For-Profit,Private
264,Brandeis University,"415 South St, Waltham, Massachusetts 02454-9110",www.brandeis.edu/,"4-year, Private not-for-profit",5327.0, Waltham,Massachusetts,02454-9110,0,Not-For-Profit,Private
265,Brazosport College,"500 College Dr, Lake Jackson, Texas 77566-3199",www.brazosport.edu,"4-year, primarily associate's, Public",3893.0, Lake Jackson,Texas,77566-3199,1,Not-For-Profit,Private
266,Brenau University,"500 Washington Street SE, Gainesville, Georgia 30501-3668",www.brenau.edu,"4-year, Private not-for-profit",2591.0, Gainesville,Georgia,30501-3668,0,Not-For-Profit,Private
267,Brescia University,"717 Frederica St, Owensboro, Kentucky 42301-3023",www.brescia.edu,"4-year, Private not-for-profit",622.0, Owensboro,Kentucky,42301-3023,0,Not-For-Profit,Private
268,Brevard College,"One Brevard College Drive, Brevard, North Carolina 28712",www.brevard.edu,"4-year, Private not-for-profit",650.0, Brevard,North,Carolina 28712,0,Not-For-Profit,Private
269,Brewton-Parker College,"201 David-Eliza Fountain Circle, Mount Vernon, Georgia 30445",www.bpc.edu,"4-year, Private not-for-profit",1017.0, Mount Vernon,Georgia,30445,0,Not-For-Profit,Private
270,Briar Cliff University,"3303 Rebecca St, Sioux City, Iowa 51104",www.briarcliff.edu,"4-year, Private not-for-profit",1114.0, Sioux City,Iowa,51104,0,Not-For-Profit,Private
271,Briarcliffe College,"1055 Stewart Ave, Bethpage, New York 11714-3545",www.briarcliffe.edu,"4-year, primarily associate's, Private for-profit",1728.0, Bethpage,New,York 11714-3545,1,For-Profit,Private
272,Briarwood College,"2279 Mount Vernon Rd, Southington, Connecticut 06489-1057",www.briarwood.edu,"4-year, primarily associate's, Private for-profit",702.0, Southington,Connecticut,06489-1057,1,For-Profit,Private
273,Bridgewater College,"402 E College St, Bridgewater, Virginia 22812-1599",www.bridgewater.edu,"4-year, Private not-for-profit",1514.0, Bridgewater,Virginia,22812-1599,0,Not-For-Profit,Private
274,Bridgewater State College,"131 Summer Street, Bridgewater, Massachusetts 02325",www.bridgew.edu,"4-year, Public",10269.0, Bridgewater,Massachusetts,02325,0,Not-For-Profit,Private
275,Brigham Young University,"Main Campus, Provo, Utah 84602",www.byu.edu,"4-year, Private not-for-profit",34244.0, Provo,Utah,84602,0,Not-For-Profit,Private
276,Brigham Young University-Hawaii,"55-220 Kulanui Street, Laie, Hawaii 96762-1294",www.byuh.edu,"4-year, Private not-for-profit",2424.0, Laie,Hawaii,96762-1294,0,Not-For-Profit,Private
277,Brigham Young University-Idaho,"525 S Center, Rexburg, Idaho 83460",www.byui.edu,"4-year, Private not-for-profit",14276.0, Rexburg,Idaho,83460,0,Not-For-Profit,Private
278,Brite Divinity School,"2800 S. University Dr., Forth Worth, Texas 76129",www.brite.tcu.edu,"4-year, Private not-for-profit",241.0, Forth Worth,Texas,76129,0,Not-For-Profit,Private
279,Brooklyn Law School,"250 Joralemon St, Brooklyn, New York 11201",www.brooklaw.edu,"4-year, Private not-for-profit",1490.0, Brooklyn,New,York 11201,0,Not-For-Profit,Private
280,Brooks Institute,"1321 Alameda Padre Serra, Santa Barbara, California 93108",www.brooks.edu,"4-year, Private for-profit",1240.0, Santa Barbara,California,93108,0,For-Profit,Private
281,Brown College,"1440 Northland Dr, Mendota Heights, Minnesota 55120-1004",www.browncollege.edu,"4-year, primarily associate's, Private for-profit",1416.0, Mendota Heights,Minnesota,55120-1004,1,For-Profit,Private
282,Brown Mackie College-Fort Wayne,"3000 E.Coliseum Blvd., Fort Wayne, Indiana 46805",www.brownmackie.edu,"4-year, primarily associate's, Private for-profit",212.0, Fort Wayne,Indiana,46805,1,For-Profit,Private
283,Brown Mackie College-Merrillville,"1000 E 80th Place, Suite 101N, Merrillville, Indiana 46410",www.brownmackie.edu,"4-year, primarily associate's, Private for-profit",775.0, Merrillville,Indiana,46410,1,For-Profit,Private
284,Brown Mackie College-Miami,"1501 Biscayne Blvd, Miami, Florida 33132",www.brownmackie.edu/Miami,"4-year, primarily associate's, Private for-profit",716.0, Miami,Florida,33132,1,For-Profit,Private
285,Brown Mackie College-Michigan City,"325 E US Hwy 20, Michigan City, Indiana 46360-7362",www.brownmackie.edu,"4-year, primarily associate's, Private for-profit",378.0, Michigan City,Indiana,46360-7362,1,For-Profit,Private
286,Brown Mackie College-South Bend,"1030 E Jefferson Blvd, South Bend, Indiana 46617",www.allalliedhealthschools.com/schools/ID2204/,"4-year, primarily associate's, Private for-profit",823.0, South Bend,Indiana,46617,1,For-Profit,Private
287,Brown Mackie College-Tucson,"4585 E Speedway Blvd., Tucson, Arizona 85712",www.brownmackie.edu,"4-year, Private for-profit",386.0, Tucson,Arizona,85712,0,For-Profit,Private
288,Brown University,"Prospect St, Providence, Rhode Island 02912",www.brown.edu,"4-year, Private not-for-profit",8318.0, Providence,Rhode,Island 02912,0,Not-For-Profit,Private
289,Bryan College,"721 Bryan Drive, Dayton, Tennessee 37321-7000",www.bryan.edu,"4-year, Private not-for-profit",1079.0, Dayton,Tennessee,37321-7000,0,Not-For-Profit,Private
290,BryanLGH College of Health Sciences,"5035 Everett, Lincoln, Nebraska 68506-1299",www.bryanlghcollege.org,"4-year, primarily associate's, Private not-for-profit",493.0, Lincoln,Nebraska,68506-1299,1,Not-For-Profit,Private
291,Bryant and Stratton College-Amherst Campus,"Audubon Business Centre, 40 Hazelwood Drive, Amherst, New York 14228",www.bryantstratton.edu,"4-year, primarily associate's, Private for-profit",474.0, Amherst,New,York 14228,1,For-Profit,Private
292,Bryant and Stratton College-Buffalo,"465 Main Street, Suite 400, Buffalo, New York 14203",www.bryantstratton.edu,"4-year, primarily associate's, Private for-profit",693.0, Buffalo,New,York 14203,1,For-Profit,Private
293,Bryant and Stratton College-Cleveland,"1700 E 13th St, Cleveland, Ohio 44114-3203",www.bryantstratton.edu,"4-year, primarily associate's, Private for-profit",731.0, Cleveland,Ohio,44114-3203,1,For-Profit,Private
294,Bryant and Stratton College-Eastlake Campus,"35350 Curtis Blvd., Eastlake, Ohio 44095",www.bryantstratton.edu,"4-year, primarily associate's, Private for-profit",762.0, Eastlake,Ohio,44095,1,For-Profit,Private
295,Bryant and Stratton College-Milwaukee,"310 W. Wisconsin Avenue Suite 500, Milwaukee, Wisconsin 53203-2608",www.bryantstratton.edu,"4-year, primarily associate's, Private for-profit",828.0, Milwaukee,Wisconsin,53203-2608,1,For-Profit,Private
296,Bryant and Stratton College-Parma,"12955 Snow Rd, Parma, Ohio 44130-3151",www.bryantstratton.edu,"4-year, primarily associate's, Private for-profit",528.0, Parma,Ohio,44130-3151,1,For-Profit,Private
297,Bryant and Stratton College-Richmond,"8141 Hull St Rd, Richmond, Virginia 23235",www.bryantstratton.edu,"4-year, primarily associate's, Private for-profit",560.0, Richmond,Virginia,23235,1,For-Profit,Private
298,Bryant and Stratton College-Southtowns,"200 Redtail, Orchard Park, New York 14127",www.bryantstratton.edu,"4-year, primarily associate's, Private for-profit",1206.0, Orchard Park,New,York 14127,1,For-Profit,Private
299,Bryant and Stratton College-Virginia Beach,"301 Centre Pointe Dr, Virginia Beach, Virginia 23462",www.bryantstratton.edu,"4-year, primarily associate's, Private for-profit",595.0, Virginia Beach,Virginia,23462,1,For-Profit,Private
300,Bryant University,"1150 Douglas Pike, Smithfield, Rhode Island 02917-1284",www.bryant.edu,"4-year, Private not-for-profit",3800.0, Smithfield,Rhode,Island 02917-1284,0,Not-For-Profit,Private
301,Bryn Athyn College of the New Church,"801 Tomlinson Rd, Bryn Athyn, Pennsylvania 19009-0717",www.brynathyn.edu,"4-year, Private not-for-profit",164.0, Bryn Athyn,Pennsylvania,19009-0717,0,Not-For-Profit,Private
302,Bryn Mawr College,"101 N Merion Avenue, Bryn Mawr, Pennsylvania 19010",www.brynmawr.edu,"4-year, Private not-for-profit",1745.0, Bryn Mawr,Pennsylvania,19010,0,Not-For-Profit,Private
303,Bucknell University,"Dent Drive, Lewisburg, Pennsylvania 17837",www.bucknell.edu,"4-year, Private not-for-profit",3759.0, Lewisburg,Pennsylvania,17837,0,Not-For-Profit,Private
304,Buena Vista University,"610 W 4th St, Storm Lake, Iowa 50588",www.bvu.edu,"4-year, Private not-for-profit",2478.0, Storm Lake,Iowa,50588,0,Not-For-Profit,Private
305,Burlington College,"95 North Ave, Burlington, Vermont 05401",www.burlington.edu,"4-year, Private not-for-profit",167.0, Burlington,Vermont,05401,0,Not-For-Profit,Private
306,Butler University,"4600 Sunset Ave, Indianapolis, Indiana 46208",www.butler.edu,"4-year, Private not-for-profit",4438.0, Indianapolis,Indiana,46208,0,Not-For-Profit,Private
307,Byzantine Catholic Seminary,"3605 Perrysville Ave, Pittsburgh, Pennsylvania 15214",www.byzcathsem.org,"4-year, Private not-for-profit",13.0, Pittsburgh,Pennsylvania,15214,0,Not-For-Profit,Private
308,Cabarrus College of Health Sciences,"401 Medical Park Drive, Concord, North Carolina 28025",www.cabarruscollege.edu,"4-year, primarily associate's, Private not-for-profit",372.0, Concord,North,Carolina 28025,1,Not-For-Profit,Private
309,Cabrini College,"610 King of Prussia Rd, Radnor, Pennsylvania 19087-3698",www.cabrini.edu,"4-year, Private not-for-profit",3580.0, Radnor,Pennsylvania,19087-3698,0,Not-For-Profit,Private
310,Caldwell College,"9 Ryerson Avenue, Caldwell, New Jersey 07006-6195",www.caldwell.edu,"4-year, Private not-for-profit",2308.0, Caldwell,New,Jersey 07006-6195,0,Not-For-Profit,Private
311,California Baptist University,"8432 Magnolia Ave, Riverside, California 92504-3297",www.calbaptist.edu,"4-year, Private not-for-profit",4013.0, Riverside,California,92504-3297,0,Not-For-Profit,Private
312,California Christian College,"4881 E University Ave, Fresno, California 93703-3599",www.calchristiancollege.org,"4-year, Private not-for-profit",25.0, Fresno,California,93703-3599,0,Not-For-Profit,Private
313,California College of the Arts,"5212 Broadway, Oakland, California 94618-1487",www.cca.edu,"4-year, Private not-for-profit",1710.0, Oakland,California,94618-1487,0,Not-For-Profit,Private
314,California College-San Diego,"2820 Camino Del Rio South, Suite 300, San Diego, California 92108-3824",www.cc-sd.edu,"4-year, primarily associate's, Private for-profit",817.0, San Diego,California,92108-3824,1,For-Profit,Private
315,California Institute of Integral Studies,"1453 Mission Street, San Francisco, California 94103",www.ciis.edu,"4-year, Private not-for-profit",1166.0, San Francisco,California,94103,0,Not-For-Profit,Private
316,California Institute of Technology,"1200 E California Blvd, Pasadena, California 91125",www.caltech.edu,"4-year, Private not-for-profit",2126.0, Pasadena,California,91125,0,Not-For-Profit,Private
317,California Institute of the Arts,"24700 W McBean Pky, Valencia, California 91355-2397",www.calarts.edu,"4-year, Private not-for-profit",1381.0, Valencia,California,91355-2397,0,Not-For-Profit,Private
318,California Lutheran University,"60 W Olsen Rd, Thousand Oaks, California 91360-2787",www.callutheran.edu/,"4-year, Private not-for-profit",3499.0, Thousand Oaks,California,91360-2787,0,Not-For-Profit,Private
319,California Maritime Academy,"200 Maritime Academy Dr, Vallejo, California 94590",www.csum.edu,"4-year, Public",875.0, Vallejo,California,94590,0,Not-For-Profit,Private
320,California Polytechnic State University-San Luis Obispo,"One Grand Ave, San Luis Obispo, California 93407",www.calpoly.edu,"4-year, Public",19471.0, San Luis Obispo,California,93407,0,Not-For-Profit,Private
321,California State Polytechnic University-Pomona,"3801 W Temple Ave, Pomona, California 91768",www.csupomona.edu,"4-year, Public",21190.0, Pomona,California,91768,0,Not-For-Profit,Private
322,California State University-Bakersfield,"9001 Stockdale Hwy, Bakersfield, California 93311-1099",www.csub.edu,"4-year, Public",7684.0, Bakersfield,California,93311-1099,0,Not-For-Profit,Private
323,California State University-Channel Islands,"One University Dr, Camarillo, California 93012",www.csuci.edu,"4-year, Public",3783.0, Camarillo,California,93012,0,Not-For-Profit,Private
324,California State University-Chico,"First and Normal Sts, Chico, California 95929-0150",www.csuchico.edu,"4-year, Public",17132.0, Chico,California,95929-0150,0,Not-For-Profit,Private
325,California State University-Dominguez Hills,"1000 E Victoria St, Carson, California 90747-0005",www.csudh.edu,"4-year, Public",12851.0, Carson,California,90747-0005,0,Not-For-Profit,Private
326,California State University-East Bay,"25800 Carlos Bee Blvd, Hayward, California 94542",www.csueastbay.edu,"4-year, Public",14167.0, Hayward,California,94542,0,Not-For-Profit,Private
327,California State University-Fresno,"5241 N Maple Ave, Fresno, California 93740",www.csufresno.edu,"4-year, Public",22613.0, Fresno,California,93740,0,Not-For-Profit,Private
328,California State University-Fullerton,"800 N State College Blvd, Fullerton, California 92831-3599",www.fullerton.edu,"4-year, Public",36996.0, Fullerton,California,92831-3599,0,Not-For-Profit,Private
329,California State University-Long Beach,"1250 Bellflower Blvd, Long Beach, California 90840-0115",www.csulb.edu,"4-year, Public",37891.0, Long Beach,California,90840-0115,0,Not-For-Profit,Private
330,California State University-Los Angeles,"5151 State University Dr, Los Angeles, California 90032",www.calstatela.edu,"4-year, Public",20743.0, Los Angeles,California,90032,0,Not-For-Profit,Private
331,California State University-Monterey Bay,"100 Campus Center, Seaside, California 93955-8001",www.csumb.edu,"4-year, Public",4340.0, Seaside,California,93955-8001,0,Not-For-Profit,Private
332,California State University-Northridge,"18111 Nordhoff St, Northridge, California 91330",www.csun.edu,"4-year, Public",36208.0, Northridge,California,91330,0,Not-For-Profit,Private
333,California State University-Sacramento,"6000 J St, Sacramento, California 95819-2694",www.csus.edu,"4-year, Public",29011.0, Sacramento,California,95819-2694,0,Not-For-Profit,Private
334,California State University-San Bernardino,"5500 University Pky, San Bernardino, California 92407-2397",www.csusb.edu,"4-year, Public",17646.0, San Bernardino,California,92407-2397,0,Not-For-Profit,Private
335,California State University-San Marcos,"333 S Twin Oaks Valley Rd, San Marcos, California 92096-0001",www.csusm.edu,"4-year, Public",9148.0, San Marcos,California,92096-0001,0,Not-For-Profit,Private
336,California State University-Stanislaus,"One University Circle, Turlock, California 95382",www.csustan.edu,"4-year, Public",8601.0, Turlock,California,95382,0,Not-For-Profit,Private
337,California University of Pennsylvania,"250 University Ave, California, Pennsylvania 15419-1394",www.cup.edu,"4-year, Public",8519.0, California,Pennsylvania,15419-1394,0,Not-For-Profit,Private
338,California Western School of Law,"225 Cedar St, San Diego, California 92101-3046",www.cwsl.edu,"4-year, Private not-for-profit",911.0, San Diego,California,92101-3046,0,Not-For-Profit,Private
339,Calumet College of Saint Joseph,"2400 New York Ave, Whiting, Indiana 46394",www.ccsj.edu,"4-year, Private not-for-profit",1213.0, Whiting,Indiana,46394,0,Not-For-Profit,Private
340,Calvary Baptist Theological Seminary,"1380 S. Valley Forge Rd., Lansdale, Pennsylvania 19446-4797",www.cbs.edu,"4-year, Private not-for-profit",104.0, Lansdale,Pennsylvania,19446-4797,0,Not-For-Profit,Private
341,Calvary Bible College and Theological Seminary,"15800 Calvary Road, Kansas City, Missouri 64147-1341",www.calvary.edu,"4-year, Private not-for-profit",302.0, Kansas City,Missouri,64147-1341,0,Not-For-Profit,Private
342,Calvin College,"3201 Burton SE, Grand Rapids, Michigan 49546",www.calvin.edu,"4-year, Private not-for-profit",4171.0, Grand Rapids,Michigan,49546,0,Not-For-Profit,Private
343,Calvin Theological Seminary,"3233 Burton St SE, Grand Rapids, Michigan 49546-4387",www.calvinseminary.edu,"4-year, Private not-for-profit",276.0, Grand Rapids,Michigan,49546-4387,0,Not-For-Profit,Private
344,Cambridge College,"1000 Massachusetts Ave, Cambridge, Massachusetts 02138",WWW.CAMBRIDGECOLLEGE.EDU,"4-year, Private not-for-profit",5311.0, Cambridge,Massachusetts,02138,0,Not-For-Profit,Private
345,Cameron University,"2800 Gore Blvd, Lawton, Oklahoma 73505",www.cameron.edu,"4-year, Public",5449.0, Lawton,Oklahoma,73505,0,Not-For-Profit,Private
346,Campbell University Inc,"450 Leslie Campbell Ave, Buies Creek, North Carolina 27506",www.campbell.edu,"4-year, Private not-for-profit",6075.0, Buies Creek,North,Carolina 27506,0,Not-For-Profit,Private
347,Campbellsville University,"1 University Dr, Campbellsville, Kentucky 42718-2799",www.campbellsville.edu,"4-year, Private not-for-profit",2830.0, Campbellsville,Kentucky,42718-2799,0,Not-For-Profit,Private
348,Canisius College,"2001 Main St, Buffalo, New York 14208-1098",WWW.Canisius.edu,"4-year, Private not-for-profit",4916.0, Buffalo,New,York 14208-1098,0,Not-For-Profit,Private
349,Capella University,"225 South 6th Street, 9th Floor, Minneapolis, Minnesota 55402-3389",www.capella.edu,"4-year, Private for-profit",25245.0, Minneapolis,Minnesota,55402-3389,0,For-Profit,Private
350,Capital University,"1 College and Main, Columbus, Ohio 43209-2394",www.capital.edu,"4-year, Private not-for-profit",3632.0, Columbus,Ohio,43209-2394,0,Not-For-Profit,Private
351,Capitol College,"11301 Springfield Rd, Laurel, Maryland 20708",www.capitol-college.edu,"4-year, Private not-for-profit",701.0, Laurel,Maryland,20708,0,Not-For-Profit,Private
352,Cardinal Stritch University,"6801 N Yates Rd, Milwaukee, Wisconsin 53217-3985",www.stritch.edu,"4-year, Private not-for-profit",6242.0, Milwaukee,Wisconsin,53217-3985,0,Not-For-Profit,Private
353,Careers Unlimited,"1176 South 1480 West, Orem, Utah 84058",www.ucdh.edu,"4-year, primarily associate's, Private for-profit",121.0, Orem,Utah,84058,1,For-Profit,Private
354,Caribbean University-Bayamon,"Carr 167  Km 21.2, Ave. Comerio, Bayamon, Puerto Rico 00959-0493",www.caribbean.edu,"4-year, Private not-for-profit",2009.0, Bayamon,Puerto,Rico 00959-0493,0,Not-For-Profit,Private
355,Caribbean University-Carolina,"Calle Ignacio Arzuaga #6, Carolina, Puerto Rico 00979",www.caribbean.edu,"4-year, Private not-for-profit",747.0, Carolina,Puerto,Rico 00979,0,Not-For-Profit,Private
356,Caribbean University-Ponce,"1015 Ave. Ceiba, Ponce, Puerto Rico 00732-7733",www.caribbean.edu,"4-year, Private not-for-profit",1577.0, Ponce,Puerto,Rico 00732-7733,0,Not-For-Profit,Private
357,Caribbean University-Vega Baja,"Carr 671, Sector El Criollo, Bo. Algarrobo, Vega Baja, Puerto Rico 00964",www.caribbean.edu,"4-year, Private not-for-profit",1036.0, Vega Baja,Puerto,Rico 00964,0,Not-For-Profit,Private
358,Carleton College,"One North College Street, Northfield, Minnesota 55057-4001",www.carleton.edu,"4-year, Private not-for-profit",1983.0, Northfield,Minnesota,55057-4001,0,Not-For-Profit,Private
359,Carlos Albizu University,"San Francisco St Old San Juan, San Juan, Puerto Rico 00902-3711",www.albizu.edu,"4-year, Private not-for-profit",896.0, San Juan,Puerto,Rico 00902-3711,0,Not-For-Profit,Private
360,Carlos Albizu University-Miami Campus,"2173 N.W.  99th Avenue, Miami, Florida 33172-2209",www.mia.albizu.edu,"4-year, Private not-for-profit",1134.0, Miami,Florida,33172-2209,0,Not-For-Profit,Private
